2.500000000000000000e+01,7.800000000000000000e+01
1.789000000000000000e+03,1.100000000000000000e+01
6.540000000000000000e+02,6.200000000000000000e+02
1.890000000000000000e+03,1.887000000000000000e+03
8.500000000000000000e+01,1.170000000000000000e+02
1.910000000000000000e+02,5.500000000000000000e+01
1.494000000000000000e+03,1.831000000000000000e+03
7.790000000000000000e+02,6.780000000000000000e+02
2.750000000000000000e+02,3.540000000000000000e+02
3.500000000000000000e+01,1.030000000000000000e+02
