1.479818945631218019e-01,8.525234130550836398e-02,9.394605078000803355e-02,8.084020641540509700e-02,1.191755188194891374e-01,1.190192323951890785e-01,8.330657950272062073e-02,8.695011482144045234e-02,7.163927241976708604e-02,1.118887889773503008e-01
1.336736853337079090e-01,9.960495459193852152e-02,8.353159391901028574e-02,8.610400987573010867e-02,1.204473050647299343e-01,9.418183285819756168e-02,8.592420364609200389e-02,7.336210975098726716e-02,9.896265705373732957e-02,1.242076479058691202e-01
1.155478435786243124e-01,1.269276299269433972e-01,7.573212164440118466e-02,8.997125905019937031e-02,1.318518107411463525e-01,1.231193999461341476e-01,8.505364530847266125e-02,7.641435182794090175e-02,7.765703023388301207e-02,9.772490774225466026e-02
1.660399285818359993e-01,9.157712925956713879e-02,8.101312700258939126e-02,7.445202363703833093e-02,1.431262285197774931e-01,1.255956961668915628e-01,7.555807726209737285e-02,7.118017634085634093e-02,6.223556525804858214e-02,1.092220479712977393e-01
1.234662512527681943e-01,9.760340194162858696e-02,9.015306031892018901e-02,8.225570972067255959e-02,1.138053680540351137e-01,1.085602123948525843e-01,7.422242453161176368e-02,8.630750921805020737e-02,1.016428374088104852e-01,1.219832251586503158e-01
1.051632720390535819e-01,9.093857522692591622e-02,1.038137914832943931e-01,8.658479505627041106e-02,1.114083243834559922e-01,9.965305996111059605e-02,9.836194668741063407e-02,9.033226691001297604e-02,1.032822305463218376e-01,1.104617377061436478e-01
1.277068874786484176e-01,1.003855023615674580e-01,7.957535320808138690e-02,8.793075624838882220e-02,1.214408296083868827e-01,1.343985468932383243e-01,6.988078675504748316e-02,7.803428150434137123e-02,7.063524932091570785e-02,1.300118066213841739e-01
1.562312850906522055e-01,9.660847154099154455e-02,7.328695876222941774e-02,9.061283128606477388e-02,1.084695983422995641e-01,1.060808659191043030e-01,7.687568342410713851e-02,7.742163616978087193e-02,7.446651731978130850e-02,1.399461521449888723e-01
1.296600855418814369e-01,9.344406548999649453e-02,8.990182072911546973e-02,9.078409193526730536e-02,1.076885372544591907e-01,1.144402224713121224e-01,8.690507740492223188e-02,8.042817641462957079e-02,7.827846359276233179e-02,1.284694591656538321e-01
1.325124921213783613e-01,1.322044705763246453e-01,8.120268771348865267e-02,6.973966068830611542e-02,1.403643605921956194e-01,1.203949743452935733e-01,7.838283293539227703e-02,7.526103987576397703e-02,7.118375984929582734e-02,9.875372130256095116e-02
1.154734906617224527e-01,1.094284814953653401e-01,8.581520875261547388e-02,8.882961233083257191e-02,1.441543316125476759e-01,1.074712058929227776e-01,7.333090351172287524e-02,6.843679118055590038e-02,8.458008302060697481e-02,1.224798915411080130e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.264783349544162383e-01,8.708342083411046985e-02,7.987972257962898393e-02,9.403427468414740642e-02,1.290337598199788882e-01,1.207242951911832451e-01,8.179343270257427578e-02,7.119856079367956059e-02,7.299270677022247356e-02,1.367814916700584305e-01
1.735989967940115841e-01,9.712683353163525934e-02,7.005805907098029695e-02,7.568259668309534893e-02,1.317754798232328994e-01,1.218148188658388364e-01,6.897458477156803713e-02,7.005493999591425047e-02,6.238863257273254831e-02,1.285250578909909736e-01
1.514354107070320643e-01,9.697743048070360528e-02,7.098000997334016904e-02,8.374243327527704228e-02,1.215579689696092008e-01,1.284431388154589071e-01,6.261485454313377164e-02,6.969038816990529017e-02,6.805633569082704393e-02,1.465020293747129054e-01
1.224034929415047379e-01,1.189267879900576391e-01,8.182543560464615451e-02,7.966667443882924360e-02,1.326062326800135083e-01,9.932879483363028783e-02,7.354168875029924723e-02,8.034522414055336736e-02,9.279158305903303927e-02,1.185640855614327194e-01
1.205408049062431097e-01,1.221982738759187781e-01,8.013981254152950651e-02,8.853790102472282320e-02,1.272440548074007804e-01,1.032471521489921468e-01,8.395247118532171704e-02,8.231845781287280839e-02,8.699070603525567436e-02,1.048303656617426693e-01
1.594112538548366764e-01,1.037446268918821302e-01,7.958543948286513070e-02,7.686109448259521859e-02,1.326066868006897936e-01,1.163802908961877047e-01,6.676065645425029171e-02,7.362125263481483772e-02,7.040232115368975918e-02,1.206263773481884710e-01
1.455014146453666724e-01,1.092857132929202363e-01,7.751488790688773611e-02,7.499039099761968530e-02,1.368177878571206763e-01,1.581965491933697843e-01,6.860272221558431915e-02,6.695536234600434067e-02,6.146427781390396278e-02,1.006708937312225799e-01
1.575848740578006668e-01,9.612618539759919256e-02,6.815440169800464354e-02,9.179947121506633334e-02,1.268398813241954637e-01,1.022176837778323716e-01,8.030276092016352951e-02,6.640552555175092964e-02,7.087876821374071434e-02,1.396904478438461550e-01
1.265271635264166306e-01,1.284141008036616960e-01,7.672606883698503133e-02,8.102908904208151741e-02,1.361367645781175473e-01,9.980866243882505207e-02,7.541062044784346829e-02,7.646077697375877613e-02,8.431534290938831611e-02,1.151714104429219787e-01
1.240574139464662579e-01,9.651189548082067526e-02,7.815972103269878957e-02,8.079436489693814227e-02,1.320033554700598966e-01,1.078709822931904899e-01,7.195454951961265111e-02,7.556236456374976207e-02,8.582450804277434731e-02,1.472608447536889464e-01
1.170740623393291407e-01,1.356833051422794423e-01,8.432583772636714770e-02,8.266892428910001256e-02,1.194726298692252858e-01,1.015467329745899649e-01,7.678072318306947142e-02,8.213464691470601098e-02,9.463206847955661638e-02,1.056810690817769349e-01
1.636491926300631394e-01,9.559992582055096277e-02,7.300521273003886258e-02,7.923660119208375541e-02,1.458169201501745837e-01,1.194982669324409497e-01,6.415610747768607514e-02,6.793639600031808889e-02,6.519987483452081845e-02,1.259015022321227639e-01
1.167248418221914913e-01,1.162761136041299270e-01,8.817457362419253708e-02,8.360176943783065306e-02,1.175149279775077188e-01,9.513341507234610028e-02,8.578096915357349972e-02,8.530807064723182342e-02,9.996751210600340887e-02,1.115178065549928405e-01
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.212541162318971771e-01,1.179677146055685133e-01,8.870810151399860510e-02,8.465037156784410710e-02,1.379761476123750885e-01,1.052957632547318750e-01,8.159455800575994566e-02,7.848509714761231493e-02,8.011530735972892392e-02,1.039528227004834771e-01
1.149214482706084478e-01,1.380395980245402721e-01,7.754740651363978277e-02,7.932538848473685844e-02,1.161085385438506423e-01,1.515592590397731587e-01,7.477297587226568176e-02,7.874285860030887096e-02,6.619962216112640352e-02,1.027829044891498816e-01
1.260478501964719666e-01,1.122527852120434599e-01,8.332504340519396313e-02,8.650144144284327430e-02,1.359073716648074859e-01,9.826192238967682013e-02,7.453757423430380780e-02,8.089339485222661608e-02,8.702982045781673670e-02,1.152427961446158555e-01
1.346370392856404696e-01,8.933636634424030332e-02,8.078731702680047588e-02,9.490821449245197272e-02,1.076700943640945679e-01,9.905382963094953863e-02,7.899647721424012115e-02,7.418655180498145985e-02,8.236089572545260418e-02,1.580632141111485145e-01
1.293365074603193554e-01,1.162184750455533266e-01,8.617881779992375701e-02,8.377874964735800012e-02,1.345801374134235340e-01,1.153337482633317729e-01,8.753593494591983826e-02,7.733493088830196982e-02,6.882398600273946510e-02,1.008787125331289669e-01
1.250558337675616305e-01,1.579744178510332220e-01,7.916068139477545895e-02,7.487771078679882064e-02,1.273669308163486169e-01,1.214651500532444028e-01,7.259461671886281720e-02,7.096882098749111856e-02,7.480828074849350806e-02,9.572755687539040437e-02
1.346590004964024478e-01,1.246087883333490687e-01,8.107422864882689317e-02,7.464862620468989962e-02,1.444182112729102685e-01,1.017441380729468547e-01,7.738004913411579422e-02,7.769558964548377300e-02,7.881542695840404456e-02,1.049559412328710112e-01
1.094885648493025276e-01,1.074703254685139414e-01,1.033831212334266475e-01,9.547845225112103207e-02,1.046281017746069908e-01,1.199390509476535166e-01,8.673660251725025250e-02,9.325396037813871164e-02,9.210229977596355588e-02,8.751952080402286560e-02
1.215417915876611105e-01,9.199681769701910372e-02,9.755194222378597846e-02,8.011647394813196932e-02,1.077492248247352707e-01,9.943360119523211860e-02,8.619542492153531299e-02,1.009166502450021125e-01,1.054404298414085006e-01,1.090576435154885365e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.827088721514541769e-01,9.286893028478659939e-02,8.135673835134236975e-02,7.459770359900476377e-02,1.191475619555512483e-01,1.286424939897865549e-01,6.735428160523823649e-02,7.467019959287023168e-02,6.526351278425042424e-02,1.133897056857153113e-01
1.298273851092597853e-01,1.294350889067197030e-01,8.253564064277371659e-02,8.199621547466122429e-02,1.247983152619087238e-01,9.812996397971142370e-02,8.166993455910503963e-02,8.096924695086928081e-02,8.491591651425144105e-02,1.057222926007396896e-01
1.361604972254030488e-01,9.595059605988960627e-02,7.796229588583702963e-02,7.827826793321622512e-02,1.453100617021053087e-01,1.044069202640367094e-01,7.191586278035930202e-02,6.934971280898234725e-02,7.797015716633436122e-02,1.426956281738360199e-01
1.334995457525816609e-01,1.118764331611867974e-01,9.038778655391574435e-02,7.735956625088789840e-02,1.270151788241611346e-01,1.016164544800720188e-01,7.518801047867498810e-02,8.186599191144923460e-02,9.160112572819316401e-02,1.095899068588773589e-01
1.218439357868394829e-01,1.345911615339788758e-01,7.092239876580896940e-02,7.347017811744074867e-02,1.296935674872600475e-01,1.552230368462265142e-01,7.061109185730531090e-02,7.201496110714206145e-02,6.164018382666165002e-02,1.099894846713363600e-01
1.286065899964068948e-01,1.179196678055842717e-01,8.337227223954574162e-02,7.431326619065198313e-02,1.389521503297808380e-01,1.090120607684463699e-01,8.067094279585919347e-02,7.902322497816842428e-02,8.805311244349263433e-02,1.000767124520636486e-01
1.333544251218574117e-01,1.078920025650737802e-01,8.066726934212369027e-02,7.393110730958836474e-02,1.474667211836251934e-01,1.007379439069419347e-01,8.000553009751044942e-02,7.695764163571630623e-02,8.235276873135957687e-02,1.166345901062032647e-01
1.399451164485367161e-01,1.036508390344158814e-01,8.089750350641577992e-02,7.158958005412334458e-02,1.277519801247113396e-01,1.651861300781699016e-01,6.941467916242799463e-02,7.518555005727077523e-02,5.974871275531023346e-02,1.066299087786180544e-01
1.267625527151250153e-01,1.106375115967734302e-01,8.816812747360215641e-02,7.911226647737283624e-02,1.263178673193799118e-01,1.605484406097840155e-01,7.166700453186940212e-02,7.762684846296240282e-02,6.505684255650437398e-02,9.410253825662645566e-02
1.135411040965014356e-01,1.168462031264409229e-01,8.542586935858469122e-02,9.147735410305153636e-02,1.301144573046585928e-01,1.173919199042722655e-01,8.387508282453735864e-02,8.137854656189391633e-02,7.388622425131789739e-02,1.060632384687413832e-01
1.399753720393340228e-01,1.202293415504796931e-01,7.695286963130335001e-02,6.500484272115662765e-02,1.153838693049573788e-01,1.910819258467949810e-01,6.209550133874960215e-02,7.237745689935666527e-02,5.963521361223757949e-02,9.726360705562998865e-02
1.331903364072652418e-01,1.140089290331752769e-01,8.615168598076813899e-02,8.533955661583154939e-02,1.134259365961976657e-01,9.843589691686936705e-02,8.239783939074844799e-02,8.303216157453727209e-02,9.009256603872560498e-02,1.139250914458814767e-01
1.252881941916307307e-01,1.178510039278545529e-01,8.256141707964538556e-02,7.953787485779494071e-02,1.220299064380374748e-01,1.314466785937642990e-01,8.441866109365854520e-02,8.195744619672037934e-02,7.095713083844233660e-02,1.039516867824513552e-01
1.298265310930844796e-01,1.130042127487880105e-01,7.538754175668063717e-02,1.011947961845984650e-01,1.122562441387129767e-01,1.150038285039577668e-01,8.536204202933413143e-02,7.310233592875792219e-02,7.198044434056911911e-02,1.228820232755164638e-01
1.042419447813620337e-01,1.176572492035615897e-01,9.590873403715735601e-02,9.539263794305349875e-02,1.027047403038841289e-01,1.148651268901847017e-01,9.080102675082014907e-02,9.982487444351856309e-02,8.585314795252144138e-02,9.275051769393652390e-02
1.476783064344323326e-01,8.597273084129311571e-02,8.505649160387251939e-02,9.548076770882098219e-02,1.126231330128550784e-01,1.020671949183478838e-01,8.585620243707808852e-02,7.466594899415439357e-02,7.365654661268139503e-02,1.369426774364642385e-01
1.279684172243313323e-01,1.268371577252017934e-01,8.103414243401320383e-02,8.311682862703341501e-02,1.287574400446657163e-01,1.146227110029807150e-01,8.024136265728819273e-02,7.713795729634481679e-02,8.034643335588041724e-02,9.993754963226041121e-02
