3.920000000000000000e+02,3.740000000000000000e+02
2.960000000000000000e+02,1.717000000000000000e+03
8.170000000000000000e+02,5.250000000000000000e+02
6.610000000000000000e+02,6.920000000000000000e+02
3.950000000000000000e+02,3.840000000000000000e+02
3.150000000000000000e+02,3.210000000000000000e+02
1.907000000000000000e+03,3.470000000000000000e+02
2.420000000000000000e+02,1.391000000000000000e+03
1.310000000000000000e+02,5.700000000000000000e+01
1.596000000000000000e+03,1.445000000000000000e+03
