7.490000000000000000e+02,7.970000000000000000e+02
1.722000000000000000e+03,1.689000000000000000e+03
1.025000000000000000e+03,1.658000000000000000e+03
4.360000000000000000e+02,5.930000000000000000e+02
1.655000000000000000e+03,1.798000000000000000e+03
4.260000000000000000e+02,5.120000000000000000e+02
1.764000000000000000e+03,1.760000000000000000e+03
1.693000000000000000e+03,1.799000000000000000e+03
6.950000000000000000e+02,7.720000000000000000e+02
1.825000000000000000e+03,1.959000000000000000e+03
