6.920000000000000000e+02,1.864000000000000000e+03
1.722000000000000000e+03,1.689000000000000000e+03
4.490000000000000000e+02,4.360000000000000000e+02
1.765000000000000000e+03,1.655000000000000000e+03
1.717000000000000000e+03,1.715000000000000000e+03
1.662000000000000000e+03,1.627000000000000000e+03
1.890000000000000000e+03,1.831000000000000000e+03
6.610000000000000000e+02,7.530000000000000000e+02
5.880000000000000000e+02,5.040000000000000000e+02
1.885000000000000000e+03,1.993000000000000000e+03
